detection_scale,frequency_multiplier,loss_conversion_ratio,remediation_cost,topology,var_995,var_995_ci_low,var_995_ci_high,es_995
0.8,0.5,0.01,5000.0,T4_CRITIC,61454.82768081748,58380.5290480201,66069.51983604529,68304.03289283872
0.8,0.5,0.01,5000.0,T5_HUMAN_K0,397273823.0730967,350932500.90869415,492426726.46493506,523222203.6025781
0.8,0.5,0.01,5000.0,T5_HUMAN_K1,149977589.95414656,149975590.56625408,149981550.6925065,160284985.34926066
0.8,0.5,0.01,5000.0,T5_HUMAN_K2,63189.719273689945,60842.85565648848,65015.884742876515,67211.22940205227
0.8,0.5,0.01,5000.0,T5_HUMAN_K3,60995.17642759499,58243.101231981906,64831.92336497488,66438.03463200161
0.8,0.5,0.01,10000.0,T1_LINEAR,350900550.2847682,344098713.82225704,351661091.17750585,408031801.7376128
0.8,0.5,0.01,10000.0,T2_VALIDATOR,121522.45503396765,114287.47368356933,125529.08524362942,129123.20474913469
0.8,0.5,0.01,10000.0,T3_SUPERVISOR,112332.978856732,107831.58939043747,118833.59491721814,126171.6813802002
0.8,0.5,0.01,10000.0,T4_CRITIC,116456.3737054905,110000.0,122124.91359954714,126753.63474670851
0.8,0.5,0.01,10000.0,T5_HUMAN_K0,397298848.0730967,351629929.58896786,492461761.83348405,523257536.9359114
0.8,0.5,0.01,10000.0,T5_HUMAN_K1,150016575.21564716,150010176.891731,150025800.59495687,160325726.31610507
0.8,0.5,0.01,10000.0,T5_HUMAN_K2,117889.03910479641,112712.62475595553,120609.2001646478,124888.43776651224
0.8,0.5,0.01,10000.0,T5_HUMAN_K3,115574.94242179951,110746.44787515445,122472.39137466438,125339.10615665928
0.8,0.5,0.05,1000.0,T1_LINEAR,1754306506.423841,1720238696.844765,1757969338.5117888,2039855208.6880634
0.8,0.5,0.05,1000.0,T2_VALIDATOR,42173.800413721976,39640.66594027716,45465.75918828565,49625.11325544289
0.8,0.5,0.05,1000.0,T3_SUPERVISOR,52080.49257308188,47386.88268711986,54158.10168673145,57385.43329123036
0.8,0.5,0.05,1000.0,T4_CRITIC,88297.62050274487,78161.36901965628,95149.17368745548,95202.61481719611
0.8,0.5,0.05,1000.0,T5_HUMAN_K0,1986233728.509304,1757943705.0755892,2461968877.4234757,2615942446.0840135
0.8,0.5,0.05,1000.0,T5_HUMAN_K1,749725054.6602288,749707878.6160969,749736771.7436467,801242350.5979184
0.8,0.5,0.05,1000.0,T5_HUMAN_K2,84598.3700354114,78918.52407523259,95043.52219368139,99362.80782230763
0.8,0.5,0.05,1000.0,T5_HUMAN_K3,73769.22273457311,67983.9261433582,75595.84986423595,81664.97791828681
0.8,0.5,0.05,5000.0,T1_LINEAR,1754322526.423841,1720258480.055161,1757995434.9053,2039880008.6880634
0.8,0.5,0.05,5000.0,T2_VALIDATOR,82645.42621814707,76177.40369435174,87640.66594027716,90654.71905266627
0.8,0.5,0.05,5000.0,T3_SUPERVISOR,87386.18978422522,82425.59828942202,96158.10168673145,97030.60875374264
0.8,0.5,0.05,5000.0,T4_CRITIC,115592.11328068438,108547.59323358332,122162.24927577563,125210.95074336953
0.8,0.5,0.05,5000.0,T5_HUMAN_K0,1986257708.509304,1754496143.0215268,2461993672.976201,2615970446.0840135
0.8,0.5,0.05,5000.0,T5_HUMAN_K1,749747196.876256,749735582.1191579,749761065.5142943,801270057.9023516
0.8,0.5,0.05,5000.0,T5_HUMAN_K2,116965.60782615012,107918.73856531507,124802.45579773936,131168.89267791438
0.8,0.5,0.05,5000.0,T5_HUMAN_K3,103728.82141497055,98277.83354652373,109250.35415234981,114116.45594969003
0.8,0.5,0.05,10000.0,T1_LINEAR,1754342551.423841,1720272439.9463198,1758025459.0013015,2039911008.6880634
0.8,0.5,0.05,10000.0,T2_VALIDATOR,136627.9463203349,130000.0,143836.86058522665,147461.11768397322
0.8,0.5,0.05,10000.0,T3_SUPERVISOR,137386.18978422522,131654.50428811385,146170.65333133563,151475.05319818706
0.8,0.5,0.05,10000.0,T4_CRITIC,157591.02755951247,147718.78754908394,163479.5055308459,173704.4809477527
0.8,0.5,0.05,10000.0,T5_HUMAN_K0,1986287683.509304,1757989267.5658548,2461952775.8558435,2616005446.0840135
0.8,0.5,0.05,10000.0,T5_HUMAN_K1,749780589.74551,749769325.0084769,749796544.0684301,801306413.7445587
0.8,0.5,0.05,10000.0,T5_HUMAN_K2,158055.21703761845,153487.13110897533,170281.43515580887,176396.7875627863
0.8,0.5,0.05,10000.0,T5_HUMAN_K3,147597.1359101878,140352.21097044757,159243.1386837173,162361.44116818218
0.8,0.5,0.1,1000.0,T1_LINEAR,3508609007.847682,3440486015.190397,3515986881.706699,4079704217.376127
0.8,0.5,0.1,1000.0,T2_VALIDATOR,78352.12138318365,67965.7122763638,85251.71197536502,93691.1247550675
0.8,0.5,0.1,1000.0,T3_SUPERVISOR,95319.64339127905,84772.37956845043,101868.74721141858,105621.87890054175
0.8,0.5,0.1,1000.0,T4_CRITIC,168814.72190079067,146643.59229334182,179313.13048734894,183989.09658087668
0.8,0.5,0.1,1000.0,T5_HUMAN_K0,3972461462.018608,3515879413.5261784,4923931525.259719,5231877892.168027
0.8,0.5,0.1,1000.0,T5_HUMAN_K1,1499441129.3204577,1499409164.2383158,1499477539.5129397,1602478234.5291703
0.8,0.5,0.1,1000.0,T5_HUMAN_K2,164176.74007082236,149699.12102028885,176426.1862405566,191458.9489779486
0.8,0.5,0.1,1000.0,T5_HUMAN_K3,141533.4454691461,134727.68964497512,145420.52608415094,156529.95583657362
0.8,0.5,0.1,5000.0,T1_LINEAR,3508625027.847682,3440492438.68953,3516014881.706699,4079729017.376127
0.8,0.5,0.1,5000.0,T2_VALIDATOR,110290.85243629414,105717.76368100593,117197.14591351323,128532.39312881001
0.8,0.5,0.1,5000.0,T3_SUPERVISOR,128246.6889524805,122316.28868125647,142397.98547484502,144565.2225991627
0.8,0.5,0.1,5000.0,T4_CRITIC,195162.38653055285,184176.76403007645,204277.1921270127,211005.22963439222
0.8,0.5,0.1,5000.0,T5_HUMAN_K0,3972485442.018608,3508769127.2630544,4923952320.952402,5231905892.168027
0.8,0.5,0.1,5000.0,T5_HUMAN_K1,1499469350.2243626,1499436755.1276472,1499493544.3772857,1596065148.8540657
0.8,0.5,0.1,5000.0,T5_HUMAN_K2,190673.29715433912,181065.95578502066,211110.81729721095,220878.6845564979
0.8,0.5,0.1,5000.0,T5_HUMAN_K3,165877.43972805864,156574.0996620842,175194.27182037555,186452.6653864254
0.8,0.5,0.1,10000.0,T1_LINEAR,3508645052.847682,3440642263.7050557,3516036604.0300765,4079760017.376127
0.8,0.5,0.1,10000.0,T2_VALIDATOR,165290.85243629414,153363.53094054418,175281.33188055432,181309.43810533255
0.8,0.5,0.1,10000.0,T3_SUPERVISOR,174772.37956845044,164867.34753667357,192316.2033734629,194061.21750748527
0.8,0.5,0.1,10000.0,T4_CRITIC,231184.22656136876,218807.06197056346,244323.0955026554,250421.90148673905
0.8,0.5,0.1,10000.0,T5_HUMAN_K0,3972515417.018608,3515932868.589433,4923987264.64935,5231940892.168027
0.8,0.5,0.1,10000.0,T5_HUMAN_K1,1499494393.752512,1499468655.5082574,1499529512.3821616,1602540115.8047032
0.8,0.5,0.1,10000.0,T5_HUMAN_K2,233931.21565230025,216003.3536414648,249627.4684823272,262337.78535582876
0.8,0.5,0.1,10000.0,T5_HUMAN_K3,207457.6428299411,196572.71676901617,217010.89000484924,228232.91189938007
0.8,1.0,0.01,1000.0,T1_LINEAR,492416230.3985408,415108898.14152294,501727074.8980336,610867270.3799176
0.8,1.0,0.01,1000.0,T2_VALIDATOR,23994.914818196707,22519.72873160626,24751.93628454603,25486.174430802475
0.8,1.0,0.01,1000.0,T3_SUPERVISOR,27978.57801090437,26223.738636306927,28818.09851461642,29993.678295541664
0.8,1.0,0.01,1000.0,T4_CRITIC,34289.24483500362,33303.63788125386,36188.89028102499,37966.3118149744
0.8,1.0,0.01,1000.0,T5_HUMAN_K0,642332057.4481965,492407411.04654706,684916461.3431265,730237355.1980689
0.8,1.0,0.01,1000.0,T5_HUMAN_K1,151481490.2230337,149973630.64712736,151493457.24466008,210850810.05368847
0.8,1.0,0.01,1000.0,T5_HUMAN_K2,34566.31531056219,34203.11145099798,36707.013945611296,38484.374858679475
0.8,1.0,0.01,1000.0,T5_HUMAN_K3,31456.675948446824,30323.183517318506,32653.570031702886,34482.3024286556
0.8,1.0,0.01,5000.0,T1_LINEAR,492461574.7511071,400663808.9281217,501818390.2192454,610908247.8645933
0.8,1.0,0.01,5000.0,T2_VALIDATOR,92426.865674519,89036.5835843417,94119.3698028911,97316.97002227552
0.8,1.0,0.01,5000.0,T3_SUPERVISOR,95000.38700768544,91216.15985583053,100889.85487513815,103896.5132461952
0.8,1.0,0.01,5000.0,T4_CRITIC,98738.92507243973,96195.41163960336,104413.23761307026,108805.22112859711
0.8,1.0,0.01,5000.0,T5_HUMAN_K0,642372037.4481965,496308538.8161595,684974340.0480057,730279488.5314022
0.8,1.0,0.01,5000.0,T5_HUMAN_K1,151521028.37483242,150034662.21039587,151542597.55713347,210896732.72681472
0.8,1.0,0.01,5000.0,T5_HUMAN_K2,97112.89538744182,94631.92778782682,101155.94329949518,108434.091501032
0.8,1.0,0.01,5000.0,T5_HUMAN_K3,97473.94176006915,95218.03215699752,101766.84416989575,105086.8855416147
0.8,1.0,0.01,10000.0,T1_LINEAR,492519461.3965233,459151205.3429319,501868365.2192454,610959581.1979266
0.8,1.0,0.01,10000.0,T2_VALIDATOR,180007.58107889965,173583.44086067672,184281.23442949855,190514.013424412
0.8,1.0,0.01,10000.0,T3_SUPERVISOR,183548.83579199956,176069.51983604528,193738.6189784225,198993.3960600025
0.8,1.0,0.01,10000.0,T4_CRITIC,186473.12762788346,180713.52062062366,198917.0302132913,204056.18404988447
0.8,1.0,0.01,10000.0,T5_HUMAN_K0,642417810.3810549,492525937.85050213,685015297.9489176,730332438.1655533
0.8,1.0,0.01,10000.0,T5_HUMAN_K1,151571028.37483242,150126051.89655763,151605136.7226535,210955066.06014806
0.8,1.0,0.01,10000.0,T5_HUMAN_K2,182962.28019450224,176712.76246750634,192795.58959464123,203685.82166798998
0.8,1.0,0.01,10000.0,T5_HUMAN_K3,185099.26555599744,181628.98285796156,193241.9635650675,198442.8174233706
0.8,1.0,0.05,1000.0,T1_LINEAR,2462033166.521676,2074339551.8266501,2508849832.591317,3054295551.8995876
0.8,1.0,0.05,1000.0,T2_VALIDATOR,60517.53833899814,56422.0309413946,62946.18895782109,65334.54186974078
0.8,1.0,0.05,1000.0,T3_SUPERVISOR,76695.58835599893,72232.17916733811,84585.26423278706,86410.07227435436
0.8,1.0,0.05,1000.0,T4_CRITIC,119088.19062835746,111405.7523371506,124137.09458210807,132175.86275333888
0.8,1.0,0.05,1000.0,T5_HUMAN_K0,3211620307.240983,2462032304.7551785,3424541174.0607224,3651144642.657011
0.8,1.0,0.05,1000.0,T5_HUMAN_K1,757368964.2886736,749800747.4982575,757424987.7856673,1054209143.9437125
0.8,1.0,0.05,1000.0,T5_HUMAN_K2,122711.13545425689,116186.59073274508,127395.43973158929,137270.30715343912
0.8,1.0,0.05,1000.0,T5_HUMAN_K3,102725.25837044236,95326.25593107213,110787.83187563528,117447.49897493968
0.8,1.0,0.05,5000.0,T1_LINEAR,2462081151.9927044,2333223504.1392336,2511543544.66726,3054336351.8995876
0.8,1.0,0.05,5000.0,T2_VALIDATOR,119974.57409098353,112602.09531414411,124717.7664413136,127430.87215401238
0.8,1.0,0.05,5000.0,T3_SUPERVISOR,139892.89005452182,131415.36903533337,146162.58933076763,149968.39147770836
0.8,1.0,0.05,5000.0,T4_CRITIC,171446.22417501808,165163.6092023687,180939.33017599361,189831.559074872
0.8,1.0,0.05,5000.0,T5_HUMAN_K0,3211660287.240983,2464066740.35179,3424582223.7304077,3651186775.990344
0.8,1.0,0.05,5000.0,T5_HUMAN_K1,757407451.1151686,749903343.1935419,757471717.6698148,1054254050.2684424
0.8,1.0,0.05,5000.0,T5_HUMAN_K2,172831.576552811,169213.87547103091,183535.06972805646,192421.87429339738
0.8,1.0,0.05,5000.0,T5_HUMAN_K3,157283.3797422341,151865.8182799231,165642.9943646715,172411.51214327803
0.8,1.0,0.05,10000.0,T1_LINEAR,2462141126.9927044,2043055482.2742136,2507801266.1804104,3054387351.8995876
0.8,1.0,0.05,10000.0,T2_VALIDATOR,201465.46125308168,197187.42120783048,207125.8559876825,212608.76242905288
0.8,1.0,0.05,10000.0,T3_SUPERVISOR,219044.9436273977,208615.53999073798,237740.32348999128,239370.5390582391
0.8,1.0,0.05,10000.0,T4_CRITIC,249474.2629927706,236157.60233735907,256993.7518365076,271807.3451884095
0.8,1.0,0.05,10000.0,T5_HUMAN_K0,3211710262.240983,2462139690.632224,3424632179.4740424,3651239442.657011
0.8,1.0,0.05,10000.0,T5_HUMAN_K1,757467476.1151686,749935730.9020156,757532987.7856673,1054310716.935109
0.8,1.0,0.05,10000.0,T5_HUMAN_K2,249490.88621259903,239170.75077532453,261323.06368826184,271578.88533018285
0.8,1.0,0.05,10000.0,T5_HUMAN_K3,238082.37930245785,229678.76357454623,249991.40127362288,254589.4132096144
0.8,1.0,0.1,1000.0,T1_LINEAR,4924054318.043352,4065002689.382195,5369576194.593299,6108580903.799175
0.8,1.0,0.1,1000.0,T2_VALIDATOR,110897.8573599027,99308.8839343462,112988.26676772111,118802.41707281489
0.8,1.0,0.1,1000.0,T3_SUPERVISOR,138551.3949392971,131390.3967209059,155623.5761472945,158091.95662924187
0.8,1.0,0.1,1000.0,T4_CRITIC,227947.13061926284,212806.03196624442,234274.18916421614,250729.13513161015
0.8,1.0,0.1,1000.0,T5_HUMAN_K0,6423230619.481966,4924131525.98242,6849061486.67042,7302278751.980688
0.8,1.0,0.1,1000.0,T5_HUMAN_K1,1514723933.5773473,1499620338.9995334,1514838008.333916,2108407354.5540917
0.8,1.0,0.1,1000.0,T5_HUMAN_K2,233955.66153663478,220696.08330844156,251980.63173006452,261904.87624134248
0.8,1.0,0.1,1000.0,T5_HUMAN_K3,191460.51674088492,178652.4991657152,210733.24395974274,222561.66461654604
0.8,1.0,0.1,5000.0,T1_LINEAR,4924102328.985409,4064569886.526107,5017198407.418738,6108621703.799175
0.8,1.0,0.1,5000.0,T2_VALIDATOR,161278.08410842577,152359.99336815075,167521.7551957146,173221.7780388341
0.8,1.0,0.1,5000.0,T3_SUPERVISOR,195567.56901544138,182243.43000261707,215625.21194969062,218850.55629504126
0.8,1.0,0.1,5000.0,T4_CRITIC,277107.89060677245,260033.1259408492,289505.63820757275,306104.807047533
0.8,1.0,0.1,5000.0,T5_HUMAN_K0,6423270599.481966,4924041851.147384,6849114358.948085,7302320885.314022
0.8,1.0,0.1,5000.0,T5_HUMAN_K1,1514774743.6617935,1499665371.6016111,1514885975.5713346,2108451433.870218
0.8,1.0,0.1,5000.0,T5_HUMAN_K2,284594.1956519553,264528.49286692525,295772.05263211695,314313.7379939572
0.8,1.0,0.1,5000.0,T5_HUMAN_K3,247435.36275315468,228936.18773517758,254778.99305252498,273373.9292283956
0.8,1.0,0.1,10000.0,T1_LINEAR,4924162303.985409,4608597333.950651,5371208623.561103,6108672703.799175
0.8,1.0,0.1,10000.0,T2_VALIDATOR,239949.14818196706,225165.5080620503,249433.3907575857,254861.74430802476
0.8,1.0,0.1,10000.0,T3_SUPERVISOR,279785.78010904364,262805.20456395106,292316.2033734629,299936.7829554167
0.8,1.0,0.1,10000.0,T4_CRITIC,342892.44835003617,333054.0647456421,363927.1520044792,379663.118149744
0.8,1.0,0.1,10000.0,T5_HUMAN_K0,6423320574.481966,4924313937.617846,6849164473.15806,7302373551.980688
0.8,1.0,0.1,10000.0,T5_HUMAN_K1,1514814902.2303371,1499769157.9616287,1514934528.0876017,2108508100.5368848
0.8,1.0,0.1,10000.0,T5_HUMAN_K2,345663.153105622,338330.12304594635,368980.6317300645,384843.74858679477
0.8,1.0,0.1,10000.0,T5_HUMAN_K3,314566.7594844682,303226.14773969824,326559.45175909094,344823.02428655606
0.8,2.0,0.01,1000.0,T1_LINEAR,686544164.9777524,684934168.80618,702649455.4578582,761429269.0465928
0.8,2.0,0.01,1000.0,T2_VALIDATOR,39660.37005550248,38031.92900823525,40718.97721145298,42027.699793287626
0.8,2.0,0.01,1000.0,T3_SUPERVISOR,40887.19193447108,40499.677634250955,42624.58282479609,44164.61432150178
0.8,2.0,0.01,1000.0,T4_CRITIC,55038.8707824349,52690.22624486963,58036.76449780202,60081.11174179617
0.8,2.0,0.01,1000.0,T5_HUMAN_K0,697970007.0915445,690403838.6107408,748212991.7729812,851291527.9304806
0.8,2.0,0.01,1000.0,T5_HUMAN_K1,299907255.174235,299897886.77523404,299913557.0183255,310015871.14784646
0.8,2.0,0.01,1000.0,T5_HUMAN_K2,56896.65035198059,54680.23638965644,59497.35243199715,62033.06745344906
0.8,2.0,0.01,1000.0,T5_HUMAN_K3,53060.02346980192,50156.441074588394,57109.14455220866,58689.019820018824
0.8,2.0,0.01,5000.0,T1_LINEAR,686636204.9777524,685016759.6855634,702783165.8222617,761509002.3799262
0.8,2.0,0.01,5000.0,T2_VALIDATOR,154472.382099083,150721.18496878786,158487.55130983458,165083.59411641257
0.8,2.0,0.01,5000.0,T3_SUPERVISOR,157755.50488639873,152549.28199164005,162554.6394939297,165858.14100908875
0.8,2.0,0.01,5000.0,T4_CRITIC,166547.05256750094,164026.0516218458,175238.42572260823,177183.62835436227
0.8,2.0,0.01,5000.0,T5_HUMAN_K0,698062127.0915445,689288216.0573016,748301031.7729812,851380327.9304806
0.8,2.0,0.01,5000.0,T5_HUMAN_K1,299988806.8058201,299977447.4870825,300010534.63323605,310108736.14550513
0.8,2.0,0.01,5000.0,T5_HUMAN_K2,171201.0261663582,164276.5273224111,179091.48746629112,181802.52746308752
0.8,2.0,0.01,5000.0,T5_HUMAN_K3,169533.63167479073,161623.93982062757,175686.18938912783,180705.3805110661
0.8,2.0,0.01,10000.0,T1_LINEAR,686751254.9777524,685126931.9911709,702898015.8222617,761608669.0465928
0.8,2.0,0.01,10000.0,T2_VALIDATOR,301563.51870114496,292764.2718911772,308505.81471691915,321727.745978195
0.8,2.0,0.01,10000.0,T3_SUPERVISOR,306095.25152154197,298820.9811070021,316485.1196578844,321404.75158326636
0.8,2.0,0.01,10000.0,T4_CRITIC,319024.4844200487,304851.82541419816,324665.8689130656,331645.62802582566
0.8,2.0,0.01,10000.0,T5_HUMAN_K0,698177277.0915445,693525125.5214252,748411081.7729812,851491327.9304806
0.8,2.0,0.01,10000.0,T5_HUMAN_K1,300093583.2456983,300072822.716965,300121203.080503,310226752.5104756
0.8,2.0,0.01,10000.0,T5_HUMAN_K2,317050.711579327,306172.7915890716,335632.56026963174,341475.12257644505
0.8,2.0,0.01,10000.0,T5_HUMAN_K3,317037.6318975502,306640.6683524841,334856.5427978369,342851.6783312597
0.8,2.0,0.05,1000.0,T1_LINEAR,3432628784.888762,3424598876.866085,3513364680.371296,3807066611.899631
0.8,2.0,0.05,1000.0,T2_VALIDATOR,95348.31765353683,90886.32617904301,99347.60082744395,102391.20877477572
0.8,2.0,0.05,1000.0,T3_SUPERVISOR,106430.7475055829,104160.40219759778,110479.48848960156,116188.11098266469
0.8,2.0,0.05,1000.0,T4_CRITIC,179453.79786657324,171975.47003964303,189380.61782891967,201087.2568185095
0.8,2.0,0.05,1000.0,T5_HUMAN_K0,3489766237.232169,3466638176.274685,3740976918.8649054,4256368839.6524024
0.8,2.0,0.05,1000.0,T5_HUMAN_K1,1499440108.717944,1499406888.5205145,1499486653.259916,1549990588.1720593
0.8,2.0,0.05,1000.0,T5_HUMAN_K2,189572.27754106355,176788.45768406172,197248.21589024202,210545.3311808883
0.8,2.0,0.05,1000.0,T5_HUMAN_K3,162867.1655397611,153077.83717886428,181405.45216299192,190758.9815571098
0.8,2.0,0.05,5000.0,T1_LINEAR,3432720824.888762,3424694788.762914,3698543276.4528027,3807146345.2329645
0.8,2.0,0.05,5000.0,T2_VALIDATOR,198301.85027751236,191234.7145799235,203594.88605726487,210138.49896643803
0.8,2.0,0.05,5000.0,T3_SUPERVISOR,204435.9596723554,201588.73788625968,213120.79664987497,220823.07160750884
0.8,2.0,0.05,5000.0,T4_CRITIC,275194.3539121745,263450.3224633865,290181.69665775937,300405.5587089808
0.8,2.0,0.05,5000.0,T5_HUMAN_K0,3489850035.457722,3466714228.127652,3741064958.8649054,4256457639.6524024
0.8,2.0,0.05,5000.0,T5_HUMAN_K1,1499536275.871175,1499492090.314983,1499567797.1878927,1550079355.7392328
0.8,2.0,0.05,5000.0,T5_HUMAN_K2,284483.2517599029,275764.74464992416,297485.98947760946,310165.33726724534
0.8,2.0,0.05,5000.0,T5_HUMAN_K3,265300.1173490096,254455.35688508672,285245.3003562364,293445.09910009423
0.8,2.0,0.05,10000.0,T1_LINEAR,3432835874.888762,3424814667.7748513,3656990486.850825,3807246011.899631
0.8,2.0,0.05,10000.0,T2_VALIDATOR,336386.1551420373,328472.6292673412,343101.1683972298,358804.975782855
0.8,2.0,0.05,10000.0,T3_SUPERVISOR,347841.2644023265,339240.5879951738,359052.8220637865,368511.816448071
0.8,2.0,0.05,10000.0,T4_CRITIC,411493.2190191414,392036.99620334525,425195.1397045912,437431.25072885945
0.8,2.0,0.05,10000.0,T5_HUMAN_K0,3489965185.457722,3466809253.127652,3707237452.316432,4256568639.6524024
0.8,2.0,0.05,10000.0,T5_HUMAN_K1,1499647420.4680495,1499586887.5489006,1499675441.371451,1550192643.242507
0.8,2.0,0.05,10000.0,T5_HUMAN_K2,415471.8625810744,405766.90171518613,431783.4573901874,449464.0702460237
0.8,2.0,0.05,10000.0,T5_HUMAN_K3,405689.38775541686,384864.4173916919,420243.3524074291,436112.1499278275
0.8,2.0,0.1,1000.0,T1_LINEAR,6865234559.777524,6849325195.872952,7026706128.222621,7614113290.465929
0.8,2.0,0.1,1000.0,T2_VALIDATOR,165924.5608376979,157771.89041729452,173271.24721904812,181298.40623406062
0.8,2.0,0.1,1000.0,T3_SUPERVISOR,192323.07709715856,186043.2625479141,198241.59329974995,209160.4585632506
0.8,2.0,0.1,1000.0,T4_CRITIC,336423.03748381184,324389.64487321704,355474.37905528815,379008.90817685577
0.8,2.0,0.1,1000.0,T5_HUMAN_K0,6979512429.464338,6891850059.019856,7604250341.3538,8512715479.304805
0.8,2.0,0.1,1000.0,T5_HUMAN_K1,2998865524.9028955,2998799625.519443,2998952384.7264256,3099959153.619067
0.8,2.0,0.1,1000.0,T5_HUMAN_K2,360120.33140748105,326825.02676470246,370414.67239559896,398023.9956951099
0.8,2.0,0.1,1000.0,T5_HUMAN_K3,302730.5293853768,283336.52668609,337304.0152761473,356867.27385894826
0.8,2.0,0.1,5000.0,T1_LINEAR,6865326599.777524,6849224902.51925,7026798285.742592,7614193023.799262
0.8,2.0,0.1,5000.0,T2_VALIDATOR,264669.21314901457,255315.33530230186,273213.41803829756,281461.4119153678
0.8,2.0,0.1,5000.0,T3_SUPERVISOR,280484.84854635096,275546.78902434895,295725.983083356,306883.13046919496
0.8,2.0,0.1,5000.0,T4_CRITIC,430311.4060766808,406912.9961092183,456487.575959802,474481.6006103137
0.8,2.0,0.1,5000.0,T5_HUMAN_K0,6979592609.464338,6933333397.54937,7604346341.3538,8512804279.304805
0.8,2.0,0.1,5000.0,T5_HUMAN_K1,2998949583.4874067,2998878908.417229,2999035653.0301924,3100047576.3441186
0.8,2.0,0.1,5000.0,T5_HUMAN_K2,450581.72734575,425671.4515580871,459645.7168862928,491621.92547061737
0.8,2.0,0.1,5000.0,T5_HUMAN_K3,395768.47614454554,372153.43400580453,440181.3984388622,456906.37198093307
0.8,2.0,0.1,10000.0,T1_LINEAR,6865441649.777524,6849389085.840325,7313797471.601936,7614292690.465929
0.8,2.0,0.1,10000.0,T2_VALIDATOR,396603.7005550247,380335.1499986742,405771.8366524563,420276.99793287605
0.8,2.0,0.1,10000.0,T3_SUPERVISOR,408871.9193447108,405467.5779289034,426245.82824796083,441646.1432150177
0.8,2.0,0.1,10000.0,T4_CRITIC,550388.707824349,526911.6387578978,580363.3933155187,600811.1174179616
0.8,2.0,0.1,10000.0,T5_HUMAN_K0,6979700070.915444,6904038386.107408,7577777924.326302,8512915279.304805
0.8,2.0,0.1,10000.0,T5_HUMAN_K1,2999072551.74235,2998974907.9426093,2999135601.3994226,3100158711.4784656
0.8,2.0,0.1,10000.0,T5_HUMAN_K2,568966.5035198058,547961.3087389871,594973.9729742545,620330.6745344907
0.8,2.0,0.1,10000.0,T5_HUMAN_K3,530600.2346980192,503482.65537111385,550769.1410149697,586890.1982001885
1.0,0.5,0.01,1000.0,T1_LINEAR,397238735.71115583,350864505.2847682,398593908.75338805,481119557.8126011
1.0,0.5,0.01,1000.0,T2_VALIDATOR,13528.133188055432,12764.066594027716,14764.066594027716,15434.93321369271
1.0,0.5,0.01,1000.0,T3_SUPERVISOR,15477.237956845043,14477.237956845043,15738.61897842252,16509.910584542227
1.0,0.5,0.01,1000.0,T4_CRITIC,20213.555313425728,18903.23463282262,22455.960016531608,22862.031504272287
1.0,0.5,0.01,1000.0,T5_HUMAN_K0,351591263.4699488,346340047.8327939,351600838.69317454,383723873.4299297
1.0,0.5,0.01,1000.0,T5_HUMAN_K1,23708.027421249935,21013.899286789318,25573.457585553937,27320.610719550816
1.0,0.5,0.01,1000.0,T5_HUMAN_K2,18806.149113879528,17042.15343913311,19572.07263923755,21545.768857774645
1.0,0.5,0.01,1000.0,T5_HUMAN_K3,19152.403788482203,17767.693808340104,20137.446074514417,21215.06271621399
1.0,0.5,0.01,5000.0,T1_LINEAR,397250735.71115583,347227081.1020218,397295351.647326,481147557.8126011
1.0,0.5,0.01,5000.0,T2_VALIDATOR,60000.0,55000.0,62775.24626105782,63996.46661696633
1.0,0.5,0.01,5000.0,T3_SUPERVISOR,55012.3861897845,53744.925883530545,60000.0,63156.044379861014
1.0,0.5,0.01,5000.0,T4_CRITIC,60000.0,57712.62475595554,62456.9898928513,63176.54430417078
1.0,0.5,0.01,5000.0,T5_HUMAN_K0,351607263.4699488,346365615.5353741,351623484.25566584,383748140.09659636
1.0,0.5,0.01,5000.0,T5_HUMAN_K1,63091.23643480084,58254.48419864005,65027.268649029575,66684.25802966276
1.0,0.5,0.01,5000.0,T5_HUMAN_K2,57764.06659402772,55095.01299773498,59813.81639438849,61165.70172707532
1.0,0.5,0.01,5000.0,T5_HUMAN_K3,58250.97137531025,57638.330461901736,64575.84001390057,65650.97849598988
1.0,0.5,0.01,10000.0,T1_LINEAR,397265735.71115583,348103222.23393106,397699614.40353703,481182557.8126011
1.0,0.5,0.01,10000.0,T2_VALIDATOR,120000.0,110000.0,125528.13318805544,126101.72977486106
1.0,0.5,0.01,10000.0,T3_SUPERVISOR,110000.0,103738.61897842251,113769.92588353109,118972.09953564662
1.0,0.5,0.01,10000.0,T4_CRITIC,114144.7421311392,110000.0,120000.0,122020.43140536906
1.0,0.5,0.01,10000.0,T5_HUMAN_K0,351627263.4699488,346401849.0174471,351653482.7274344,383778473.4299297
1.0,0.5,0.01,10000.0,T5_HUMAN_K1,113241.9635650675,110138.80832186552,123241.9635650675,125003.40520771289
1.0,0.5,0.01,10000.0,T5_HUMAN_K2,112467.84228208581,110000.0,112908.02681509976,119646.75875086179
1.0,0.5,0.01,10000.0,T5_HUMAN_K3,113250.97137531026,112332.80947711447,122958.51043490437,124650.97849598987
1.0,0.5,0.05,1000.0,T1_LINEAR,1986181678.555779,1735966943.6765044,1988086863.2673728,2405569789.0630054
1.0,0.5,0.05,1000.0,T2_VALIDATOR,33640.66594027716,31640.665940277162,35640.66594027716,36990.17467397596
