lob,grcode,fault,detected,duplicate_check,nonnegative_check,development_check,completeness_check,extreme_increment_check
prodliab,7498,duplicate_key,True,True,False,False,False,False
prodliab,7498,negative_paid,True,False,True,False,False,False
prodliab,7498,development_mismatch,True,False,False,True,False,False
prodliab,7498,missing_cell,True,False,False,False,True,False
prodliab,7498,unit_x1000,False,False,False,False,False,False
prodliab,7838,duplicate_key,True,True,True,False,False,False
prodliab,7838,negative_paid,True,False,True,False,False,False
prodliab,7838,development_mismatch,True,False,True,True,False,False
prodliab,7838,missing_cell,True,False,True,False,True,False
prodliab,7838,unit_x1000,True,False,True,False,False,False
prodliab,667,duplicate_key,True,True,False,False,False,False
prodliab,667,negative_paid,True,False,True,False,False,False
prodliab,667,development_mismatch,True,False,False,True,False,False
prodliab,667,missing_cell,True,False,False,False,True,False
prodliab,667,unit_x1000,False,False,False,False,False,False
prodliab,86,duplicate_key,True,True,False,False,False,False
prodliab,86,negative_paid,True,False,True,False,False,False
prodliab,86,development_mismatch,True,False,False,True,False,False
prodliab,86,missing_cell,True,False,False,False,True,False
prodliab,86,unit_x1000,False,False,False,False,False,False
prodliab,11126,duplicate_key,True,True,True,False,False,False
prodliab,11126,negative_paid,True,False,True,False,False,False
prodliab,11126,development_mismatch,True,False,True,True,False,False
prodliab,11126,missing_cell,True,False,True,False,True,False
prodliab,11126,unit_x1000,True,False,True,False,False,False
prodliab,1066,duplicate_key,True,True,True,False,False,False
prodliab,1066,negative_paid,True,False,True,False,False,False
prodliab,1066,development_mismatch,True,False,True,True,False,False
prodliab,1066,missing_cell,True,False,True,False,True,False
prodliab,1066,unit_x1000,True,False,True,False,False,False
prodliab,5185,duplicate_key,True,True,False,False,False,False
prodliab,5185,negative_paid,True,False,True,False,False,False
prodliab,5185,development_mismatch,True,False,False,True,False,False
prodliab,5185,missing_cell,True,False,False,False,True,False
prodliab,5185,unit_x1000,False,False,False,False,False,False
prodliab,248,duplicate_key,True,True,False,False,False,False
prodliab,248,negative_paid,True,False,True,False,False,False
prodliab,248,development_mismatch,True,False,False,True,False,False
prodliab,248,missing_cell,True,False,False,False,True,False
prodliab,248,unit_x1000,True,False,False,False,False,True
prodliab,38300,duplicate_key,True,True,False,False,False,False
prodliab,38300,negative_paid,True,False,True,False,False,False
prodliab,38300,development_mismatch,True,False,False,True,False,False
prodliab,38300,missing_cell,True,False,False,False,True,False
prodliab,38300,unit_x1000,False,False,False,False,False,False
prodliab,32301,duplicate_key,True,True,True,False,False,False
prodliab,32301,negative_paid,True,False,True,False,False,False
prodliab,32301,development_mismatch,True,False,True,True,False,False
prodliab,32301,missing_cell,True,False,True,False,True,False
prodliab,32301,unit_x1000,True,False,True,False,False,False
prodliab,715,duplicate_key,True,True,False,False,False,False
prodliab,715,negative_paid,True,False,True,False,False,False
prodliab,715,development_mismatch,True,False,False,True,False,False
prodliab,715,missing_cell,True,False,False,False,True,False
prodliab,715,unit_x1000,False,False,False,False,False,False
prodliab,2003,duplicate_key,True,True,False,False,False,False
prodliab,2003,negative_paid,True,False,True,False,False,False
prodliab,2003,development_mismatch,True,False,False,True,False,False
prodliab,2003,missing_cell,True,False,False,False,True,False
prodliab,2003,unit_x1000,False,False,False,False,False,False
prodliab,23663,duplicate_key,True,True,False,False,False,False
prodliab,23663,negative_paid,True,False,True,False,False,False
prodliab,23663,development_mismatch,True,False,False,True,False,False
prodliab,23663,missing_cell,True,False,False,False,True,False
prodliab,23663,unit_x1000,False,False,False,False,False,False
prodliab,1538,duplicate_key,True,True,False,False,False,False
prodliab,1538,negative_paid,True,False,True,False,False,False
prodliab,1538,development_mismatch,True,False,False,True,False,False
prodliab,1538,missing_cell,True,False,False,False,True,False
prodliab,1538,unit_x1000,False,False,False,False,False,False
prodliab,12260,duplicate_key,True,True,False,False,False,False
prodliab,12260,negative_paid,True,False,True,False,False,False
prodliab,12260,development_mismatch,True,False,False,True,False,False
prodliab,12260,missing_cell,True,False,False,False,True,False
prodliab,12260,unit_x1000,False,False,False,False,False,False
prodliab,1252,duplicate_key,True,True,False,False,False,False
prodliab,1252,negative_paid,True,False,True,False,False,False
prodliab,1252,development_mismatch,True,False,False,True,False,False
prodliab,1252,missing_cell,True,False,False,False,True,False
prodliab,1252,unit_x1000,False,False,False,False,False,False
prodliab,6459,duplicate_key,True,True,False,False,False,False
prodliab,6459,negative_paid,True,False,True,False,False,False
prodliab,6459,development_mismatch,True,False,False,True,False,False
prodliab,6459,missing_cell,True,False,False,False,True,False
prodliab,6459,unit_x1000,False,False,False,False,False,False
prodliab,8559,duplicate_key,True,True,False,False,False,False
prodliab,8559,negative_paid,True,False,True,False,False,False
prodliab,8559,development_mismatch,True,False,False,True,False,False
prodliab,8559,missing_cell,True,False,False,False,True,False
prodliab,8559,unit_x1000,False,False,False,False,False,False
prodliab,38733,duplicate_key,True,True,True,False,False,False
prodliab,38733,negative_paid,True,False,True,False,False,False
prodliab,38733,development_mismatch,True,False,True,True,False,False
prodliab,38733,missing_cell,True,False,True,False,True,False
prodliab,38733,unit_x1000,True,False,True,False,False,False
wkcomp,7080,duplicate_key,True,True,False,False,False,False
wkcomp,7080,negative_paid,True,False,True,False,False,False
wkcomp,7080,development_mismatch,True,False,False,True,False,False
wkcomp,7080,missing_cell,True,False,False,False,True,False
wkcomp,7080,unit_x1000,False,False,False,False,False,False
wkcomp,388,duplicate_key,True,True,False,False,False,False
wkcomp,388,negative_paid,True,False,True,False,False,False
wkcomp,388,development_mismatch,True,False,False,True,False,False
wkcomp,388,missing_cell,True,False,False,False,True,False
wkcomp,388,unit_x1000,True,False,False,False,False,True
wkcomp,2135,duplicate_key,True,True,False,False,False,False
wkcomp,2135,negative_paid,True,False,True,False,False,False
wkcomp,2135,development_mismatch,True,False,False,True,False,False
wkcomp,2135,missing_cell,True,False,False,False,True,False
wkcomp,2135,unit_x1000,False,False,False,False,False,False
wkcomp,1767,duplicate_key,True,True,False,False,False,False
wkcomp,1767,negative_paid,True,False,True,False,False,False
wkcomp,1767,development_mismatch,True,False,False,True,False,False
wkcomp,1767,missing_cell,True,False,False,False,True,False
wkcomp,1767,unit_x1000,False,False,False,False,False,False
wkcomp,6807,duplicate_key,True,True,False,False,False,False
wkcomp,6807,negative_paid,True,False,True,False,False,False
wkcomp,6807,development_mismatch,True,False,False,True,False,False
wkcomp,6807,missing_cell,True,False,False,False,True,False
wkcomp,6807,unit_x1000,False,False,False,False,False,False
wkcomp,5010,duplicate_key,True,True,False,False,False,False
wkcomp,5010,negative_paid,True,False,True,False,False,False
wkcomp,5010,development_mismatch,True,False,False,True,False,False
wkcomp,5010,missing_cell,True,False,False,False,True,False
wkcomp,5010,unit_x1000,False,False,False,False,False,False
wkcomp,24017,duplicate_key,True,True,False,False,False,False
wkcomp,24017,negative_paid,True,False,True,False,False,False
wkcomp,24017,development_mismatch,True,False,False,True,False,False
wkcomp,24017,missing_cell,True,False,False,False,True,False
wkcomp,24017,unit_x1000,False,False,False,False,False,False
wkcomp,10191,duplicate_key,True,True,False,False,False,False
wkcomp,10191,negative_paid,True,False,True,False,False,False
wkcomp,10191,development_mismatch,True,False,False,True,False,False
wkcomp,10191,missing_cell,True,False,False,False,True,False
wkcomp,10191,unit_x1000,False,False,False,False,False,False
wkcomp,27626,duplicate_key,True,True,True,False,False,False
wkcomp,27626,negative_paid,True,False,True,False,False,False
wkcomp,27626,development_mismatch,True,False,True,True,False,False
wkcomp,27626,missing_cell,True,False,False,False,True,False
wkcomp,27626,unit_x1000,True,False,True,False,False,False
wkcomp,23108,duplicate_key,True,True,False,False,False,False
wkcomp,23108,negative_paid,True,False,True,False,False,False
wkcomp,23108,development_mismatch,True,False,False,True,False,False
wkcomp,23108,missing_cell,True,False,False,False,True,False
wkcomp,23108,unit_x1000,False,False,False,False,False,False
wkcomp,2712,duplicate_key,True,True,False,False,False,False
wkcomp,2712,negative_paid,True,False,True,False,False,False
wkcomp,2712,development_mismatch,True,False,False,True,False,False
wkcomp,2712,missing_cell,True,False,False,False,True,False
wkcomp,2712,unit_x1000,False,False,False,False,False,False
wkcomp,38733,duplicate_key,True,True,False,False,False,False
wkcomp,38733,negative_paid,True,False,True,False,False,False
wkcomp,38733,development_mismatch,True,False,False,True,False,False
wkcomp,38733,missing_cell,True,False,False,False,True,False
wkcomp,38733,unit_x1000,False,False,False,False,False,False
wkcomp,11347,duplicate_key,True,True,False,False,False,False
wkcomp,11347,negative_paid,True,False,True,False,False,False
wkcomp,11347,development_mismatch,True,False,False,True,False,False
wkcomp,11347,missing_cell,True,False,False,False,True,False
wkcomp,11347,unit_x1000,False,False,False,False,False,False
wkcomp,715,duplicate_key,True,True,False,False,False,False
wkcomp,715,negative_paid,True,False,True,False,False,False
wkcomp,715,development_mismatch,True,False,False,True,False,False
wkcomp,715,missing_cell,True,False,False,False,True,False
wkcomp,715,unit_x1000,True,False,False,False,False,True
wkcomp,1538,duplicate_key,True,True,False,False,False,False
wkcomp,1538,negative_paid,True,False,True,False,False,False
wkcomp,1538,development_mismatch,True,False,False,True,False,False
wkcomp,1538,missing_cell,True,False,False,False,True,False
wkcomp,1538,unit_x1000,False,False,False,False,False,False
wkcomp,35408,duplicate_key,True,True,True,False,False,False
wkcomp,35408,negative_paid,True,False,True,False,False,False
wkcomp,35408,development_mismatch,True,False,True,True,False,False
wkcomp,35408,missing_cell,True,False,True,False,True,False
wkcomp,35408,unit_x1000,True,False,True,False,False,False
wkcomp,10385,duplicate_key,True,True,False,False,False,False
wkcomp,10385,negative_paid,True,False,True,False,False,False
wkcomp,10385,development_mismatch,True,False,False,True,False,False
wkcomp,10385,missing_cell,True,False,False,False,True,False
wkcomp,10385,unit_x1000,False,False,False,False,False,False
wkcomp,965,duplicate_key,True,True,False,False,False,False
wkcomp,965,negative_paid,True,False,True,False,False,False
wkcomp,965,development_mismatch,True,False,False,True,False,False
wkcomp,965,missing_cell,True,False,False,False,True,False
wkcomp,965,unit_x1000,False,False,False,False,False,False
wkcomp,27955,duplicate_key,True,True,False,False,False,False
wkcomp,27955,negative_paid,True,False,True,False,False,False
wkcomp,27955,development_mismatch,True,False,False,True,False,False
wkcomp,27955,missing_cell,True,False,False,False,True,False
wkcomp,27955,unit_x1000,False,False,False,False,False,False
wkcomp,23140,duplicate_key,True,True,False,False,False,False
wkcomp,23140,negative_paid,True,False,True,False,False,False
wkcomp,23140,development_mismatch,True,False,False,True,False,False
wkcomp,23140,missing_cell,True,False,False,False,True,False
wkcomp,23140,unit_x1000,False,False,False,False,False,False
wkcomp,10699,duplicate_key,True,True,False,False,False,False
wkcomp,10699,negative_paid,True,False,True,False,False,False
wkcomp,10699,development_mismatch,True,False,False,True,False,False
wkcomp,10699,missing_cell,True,False,False,False,True,False
wkcomp,10699,unit_x1000,False,False,False,False,False,False
wkcomp,9466,duplicate_key,True,True,False,False,False,False
wkcomp,9466,negative_paid,True,False,True,False,False,False
wkcomp,9466,development_mismatch,True,False,False,True,False,False
wkcomp,9466,missing_cell,True,False,False,False,True,False
wkcomp,9466,unit_x1000,True,False,False,False,False,True
wkcomp,18767,duplicate_key,True,True,False,False,False,False
wkcomp,18767,negative_paid,True,False,True,False,False,False
wkcomp,18767,development_mismatch,True,False,False,True,False,False
wkcomp,18767,missing_cell,True,False,False,False,True,False
wkcomp,18767,unit_x1000,False,False,False,False,False,False
wkcomp,10781,duplicate_key,True,True,False,False,False,False
wkcomp,10781,negative_paid,True,False,True,False,False,False
wkcomp,10781,development_mismatch,True,False,False,True,False,False
wkcomp,10781,missing_cell,True,False,False,False,True,False
wkcomp,10781,unit_x1000,False,False,False,False,False,False
wkcomp,10659,duplicate_key,True,True,False,False,False,False
wkcomp,10659,negative_paid,True,False,True,False,False,False
wkcomp,10659,development_mismatch,True,False,False,True,False,False
wkcomp,10659,missing_cell,True,False,False,False,True,False
wkcomp,10659,unit_x1000,False,False,False,False,False,False
