stage,fault_type,topology,state_before,state_after,posterior_mean,ci_05,ci_95,cell_n
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K0,C,R,0.050561144447721515,0.001339011188432862,0.15840490743923505,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K0,C,H,0.015235833496544763,3.141046263561616e-07,0.0731380494075496,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K1,C,C,0.8537959435005409,0.6941286826344194,0.9613883231428697,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K1,C,E,0.0816200352153103,0.008997947547104672,0.20933315481801204,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K1,C,R,0.04919754018139038,0.0014615475904431062,0.1541962741914362,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K1,C,H,0.015386481102758405,3.144986056306775e-07,0.073138537625502,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K2,C,C,0.852750472477938,0.6904089361453929,0.9649510733783464,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K2,C,E,0.0815930220232199,0.008407218856224379,0.21481712057661848,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K2,C,R,0.049753026900098564,0.0015709380067529311,0.15575869184130117,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K2,C,H,0.01590347859874353,3.732710427623625e-07,0.07745552611433558,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K3,C,C,0.8523551095051073,0.6897364261604363,0.9653553397926465,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K3,C,E,0.08300042313215701,0.00876575827331323,0.2169549191018911,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K3,C,R,0.048626798382299656,0.0014592305056254278,0.1538875486859024,8.0
S2_RECONCILE,F5_HANDOFF,T5_HUMAN_K3,C,H,0.016017668980436103,1.586586258806486e-07,0.07882955028385086,8.0
S2_RECONCILE,F6_CONTEXT,T1_LINEAR,C,C,0.36094758053817816,0.18139328827081272,0.5588819869879141,8.0
S2_RECONCILE,F6_CONTEXT,T1_LINEAR,C,E,0.5753132516660754,0.3779730276631836,0.7703004358663447,8.0
S2_RECONCILE,F6_CONTEXT,T1_LINEAR,C,R,0.047953701752558135,0.0015779601739152286,0.1511586426452586,8.0
S2_RECONCILE,F6_CONTEXT,T1_LINEAR,C,H,0.015785466043188343,3.377017543523286e-07,0.08045346896469058,8.0
S2_RECONCILE,F6_CONTEXT,T1_LINEAR,E,C,0.014675598365412107,3.3319505580583485e-07,0.0723178951552305,7.999999999999998
S2_RECONCILE,F6_CONTEXT,T1_LINEAR,E,E,0.8679369310654284,0.7148826930440824,0.9698550613891015,7.999999999999998
S2_RECONCILE,F6_CONTEXT,T1_LINEAR,E,R,0.10217674673803331,0.017259486113856946,0.24607256467865127,7.999999999999998
S2_RECONCILE,F6_CONTEXT,T1_LINEAR,E,H,0.015210723831126092,2.4620068997740067e-07,0.07539888986777636,7.999999999999998
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,C,C,0.35973452941219797,0.18083374983049713,0.5624950409130568,8.0
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,C,E,0.3924118139789867,0.2047037242499035,0.5946923556663845,8.0
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,C,R,0.23248970410910805,0.08652003250813196,0.4146775252622388,8.0
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,C,H,0.015363952499707243,2.0186977085409726e-07,0.07140007441089118,8.0
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,E,C,0.024303366195576808,5.773124991468837e-07,0.1196473238824901,2.0000000000000018
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,E,E,0.6981955772680476,0.4574537854814622,0.8952347135626494,2.0000000000000018
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,E,R,0.25482327945557337,0.07175948342832707,0.4949220018494123,2.0000000000000018
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,E,H,0.022677777080802257,3.172866692733295e-07,0.11520892445155935,2.0000000000000018
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,R,C,0.016250108893362293,3.9253497121574296e-07,0.07796696905755103,6.0
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,R,E,0.016070311458719264,3.152598901929617e-07,0.07444991471123487,6.0
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,R,R,0.9512025067111686,0.8410924219042227,0.9990051516555686,6.0
S2_RECONCILE,F6_CONTEXT,T2_VALIDATOR,R,H,0.01647707293674992,3.892654886216519e-07,0.080050284227735,6.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,C,C,0.35807630113169275,0.1778590224342702,0.5591855312944447,8.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,C,E,0.26884604346671337,0.1127434420449435,0.4620662128425828,8.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,C,R,0.35759744211331335,0.1785703613636121,0.5625879312251281,8.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,C,H,0.015480213288280524,2.2316502697669957e-07,0.07386280138993498,8.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,E,C,0.01769093144462441,2.437153059021045e-07,0.08669108806024779,6.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,E,E,0.5717793219384588,0.35733073398871634,0.7730291349009915,6.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,E,R,0.39291040368976565,0.19452539633245852,0.6092893228947484,6.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,E,H,0.01761934292715114,3.5039898174022826e-07,0.08488776010875317,6.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,R,C,0.02319878698127938,4.1910658474089527e-07,0.10761170956598738,2.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,R,E,0.023850946445364393,3.653439079367652e-07,0.11235326996789974,2.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,R,R,0.9301514438729523,0.7799199591319924,0.9981896692317712,2.0
S2_RECONCILE,F6_CONTEXT,T3_SUPERVISOR,R,H,0.02279882270040401,3.5586407812460096e-07,0.11260060481877637,2.0
S2_RECONCILE,F6_CONTEXT,T4_CRITIC,C,C,0.3586289786828069,0.17636720398014685,0.5573830021968598,8.0
S2_RECONCILE,F6_CONTEXT,T4_CRITIC,C,E,0.4542669069570404,0.2545463133714448,0.6526251260684912,8.0
S2_RECONCILE,F6_CONTEXT,T4_CRITIC,C,R,0.17188279383454289,0.05052317070357831,0.34982312328649573,8.0
S2_RECONCILE,F6_CONTEXT,T4_CRITIC,C,H,0.015221320525609766,2.473993539526108e-07,0.07082854192540351,8.0
S2_RECONCILE,F6_CONTEXT,T4_CRITIC,E,C,0.015348979875627883,2.9899544975959906e-07,0.07210018133481294,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T4_CRITIC,E,E,0.7448394213576164,0.5595614356125981,0.8974843544085516,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T4_CRITIC,E,R,0.22389824930373697,0.08162526633704346,0.4039432899752852,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T4_CRITIC,E,H,0.015913349463018724,3.142238881039335e-07,0.07503141721523914,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,C,C,0.36045407397610335,0.1823652842293363,0.5594339363370673,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,C,E,0.5750218002039714,0.3745470963625476,0.7606775896116952,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,C,R,0.04920663319600267,0.0014921306707992318,0.15529858499174237,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,C,H,0.015317492623922617,4.6897524903908515e-07,0.07502276898610037,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,E,C,0.015318376849767112,2.0631413889053712e-07,0.07281349115232684,7.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,E,E,0.8567241653705896,0.6901078968991043,0.9695348891572801,7.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,E,R,0.11173093034822736,0.01677689131246749,0.26358300096739606,7.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,E,H,0.016226527431415914,3.0862150619728687e-07,0.07718515989884286,7.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,R,C,0.025079511259951216,7.960241718101537e-07,0.11794761769561594,1.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,R,E,0.026389072507268175,4.784403738529129e-07,0.13207233395145634,1.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,R,R,0.921968564928926,0.7533569223752359,0.9980843724793848,1.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K0,R,H,0.026562851303854707,6.014593780370096e-07,0.12708585726062827,1.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K1,C,C,0.3605917181365358,0.18031905915089924,0.5650219639374289,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K1,C,E,0.5752382123518817,0.36932889104675776,0.7705546540772193,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K1,C,R,0.04940836760879864,0.0015077400918889715,0.15385658616051776,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K1,C,H,0.014761701902783886,1.973110219766658e-07,0.07167925322427135,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K1,E,C,0.015453895328227893,2.705015254414848e-07,0.07796233973735481,7.999999999999998
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K1,E,E,0.8650688422616556,0.7104787473536269,0.9712414762780288,7.999999999999998
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K1,E,R,0.10371717094409402,0.014614759185789411,0.2489018248009717,7.999999999999998
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K1,E,H,0.01576009146602249,3.015887730598579e-07,0.07610944028877571,7.999999999999998
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K2,C,C,0.35903103512726614,0.18017279385623258,0.5634092367403438,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K2,C,E,0.20709557486672442,0.07017198211335123,0.383480940762461,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K2,C,R,0.4193548901391057,0.22713325090415126,0.6179838110514522,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K2,C,H,0.01451849986690376,2.0539420932718292e-07,0.06808845665269167,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K2,E,C,0.015563567521862613,3.1540979178631395e-07,0.07607695523606409,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K2,E,E,0.5057340591583694,0.30866520018291815,0.7037179696161137,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K2,E,R,0.46438380807125446,0.2641728638555687,0.666575999655283,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K2,E,H,0.014318565248513495,3.5965302524863136e-07,0.06815560829335687,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K3,C,C,0.35964164940248394,0.1826200144277128,0.5628119974978819,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K3,C,E,0.26607615458532435,0.11114353607127891,0.45576534068548874,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K3,C,R,0.3595023063030701,0.1856229682452887,0.5591179132674435,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K3,C,H,0.01477988970912164,1.8438140415425092e-07,0.07205582520054118,8.0
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K3,E,C,0.015917810079279608,4.013000460437509e-07,0.0750167583498393,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K3,E,E,0.5625631478948612,0.36259584624298574,0.7498758761018485,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K3,E,R,0.4066195671555947,0.22477109060018027,0.6026048136668192,8.000000000000002
S2_RECONCILE,F6_CONTEXT,T5_HUMAN_K3,E,H,0.014899474870264584,3.246802651356063e-07,0.07180106334315633,8.000000000000002
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,C,C,0.5714000202039078,0.4083110960684326,0.7271922342881679,16.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,C,E,0.3442601781948188,0.19526367954991034,0.5060075418933309,16.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,C,R,0.0735236557825266,0.012139801120026501,0.17111400817987668,16.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,C,H,0.010816145818746823,1.6329608248144163e-07,0.055416623491462993,16.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,E,C,0.01614793959864202,1.7414720301186177e-07,0.0755662128009956,7.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,E,E,0.7928749542862327,0.6123986245223489,0.9332577750285861,7.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,E,R,0.17472595429684928,0.04962429078633874,0.3388731863697555,7.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,E,H,0.01625115181827595,3.4151746996581723e-07,0.07590410483528741,7.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,R,C,0.024431551291309896,7.533426823992068e-07,0.11767444421451359,1.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,R,E,0.025864659503850942,4.899522248808632e-07,0.1234041206245418,1.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,R,R,0.9243245857005866,0.7638408902507302,0.9985472415052152,1.0
S2_RECONCILE,F7_ADVERSARIAL,T1_LINEAR,R,H,0.025379203504252552,3.876310227564066e-07,0.12565221670012772,1.0
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,C,C,0.570572770245799,0.40724559913918107,0.7245246811119928,16.0
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,C,E,0.09653646798095186,0.022086353395937966,0.20745776395298768,16.0
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,C,R,0.3227134160324429,0.17988304526228246,0.4867218689391827,16.0
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,C,H,0.0101773457408062,1.1667304783923851e-07,0.050704947875691374,16.0
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,E,C,0.026441734131243167,4.602547827366618e-07,0.12462532661054862,1.0000000000000018
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,E,E,0.6667291429619497,0.41292428458752045,0.8825075550411777,1.0000000000000018
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,E,R,0.2813035888204382,0.08270698980485348,0.5310561627790356,1.0000000000000018
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,E,H,0.025525534086368894,4.1661957888567076e-07,0.12684066231159669,1.0000000000000018
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,R,C,0.0158474053837919,4.1935830856231576e-07,0.07672928110789361,7.0
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,R,E,0.016035448857673287,2.3595814465023857e-07,0.08016505749275761,7.0
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,R,R,0.9519627149411217,0.8404283846596337,0.9989053559257303,7.0
S2_RECONCILE,F7_ADVERSARIAL,T2_VALIDATOR,R,H,0.016154430817413128,3.467986597800483e-07,0.07565570037712653,7.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,C,C,0.5714594417589051,0.4015607208357154,0.7273824741360714,16.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,C,E,0.13805126647388516,0.04403153992395285,0.2685438985262157,16.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,C,R,0.27966691199505644,0.14459446917344349,0.43700880761639543,16.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,C,H,0.010822379772153265,2.256132150123916e-07,0.05018566937148821,16.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,E,C,0.026901842480848523,6.185286822840802e-07,0.13001566399349196,1.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,E,E,0.7697423999469524,0.5315347525999318,0.9466200767536092,1.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,E,R,0.17737652108170573,0.02975720116522472,0.4041439433824862,1.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,E,H,0.025979236490493423,4.34097862352901e-07,0.12162453931684598,1.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,R,C,0.015788904644316343,2.080990320503693e-07,0.07653027162029817,7.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,R,E,0.01666420176873959,3.285194249374915e-07,0.08038551828842723,7.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,R,R,0.9516961066050251,0.8457973181896673,0.9989014066031882,7.0
S2_RECONCILE,F7_ADVERSARIAL,T3_SUPERVISOR,R,H,0.015850786981918878,2.5309363169175576e-07,0.07985438825539339,7.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,C,C,0.5709744272854717,0.4008432809599555,0.7322080231804747,16.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,C,E,0.38564713823657754,0.22937631522312574,0.5550544949337658,16.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,C,R,0.0324989136497049,0.0010089654351557082,0.10356368473110099,16.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,C,H,0.010879520828245965,1.9883014999591175e-07,0.050912014892971605,16.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,E,C,0.016396983731163828,2.1582530958015682e-07,0.07703017868298442,7.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,E,E,0.858126688665406,0.6930153588006719,0.9687256379585834,7.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,E,R,0.1097205249690376,0.017104646000529876,0.25963878889727793,7.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,E,H,0.01575580263439265,5.421044882081006e-07,0.0787303964909398,7.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,R,C,0.025649584758325305,5.477193221770034e-07,0.12056836761409742,1.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,R,E,0.02684191683332692,2.718484955480596e-07,0.1252731589755978,1.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,R,R,0.9201291460623836,0.7435774848346017,0.9978675014813401,1.0
S2_RECONCILE,F7_ADVERSARIAL,T4_CRITIC,R,H,0.027379352345964215,5.532799872756579e-07,0.13078530525730045,1.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K0,C,C,0.5715716128295739,0.40460327289018955,0.7321907073509848,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K0,C,E,0.38387533520928746,0.22684309829477625,0.5464937622492649,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K0,C,R,0.033973694638437406,0.001061172220838898,0.10735207317312508,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K0,C,H,0.010579357322701176,1.7881561497831292e-07,0.05144992395574694,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K0,E,C,0.01615138989842649,3.036686345848719e-07,0.07459149403789787,7.999999999999998
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K0,E,E,0.8652177615392372,0.7054865548503462,0.9692022123805785,7.999999999999998
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K0,E,R,0.10335389032025225,0.016261343956519743,0.2535418340264919,7.999999999999998
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K0,E,H,0.015276958242084124,3.677594357463024e-07,0.07329088344590604,7.999999999999998
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K1,C,C,0.5689995726839124,0.4081153818883443,0.7248073764959899,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K1,C,E,0.3871628265919042,0.2366657033701556,0.5461933619518711,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K1,C,R,0.033677656421407194,0.0009506461189770646,0.10809658641963611,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K1,C,H,0.010159944302776008,1.2328257279853342e-07,0.0480880217246198,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K1,E,C,0.01568577990091897,3.2943868697129084e-07,0.07398781451165008,7.999999999999998
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K1,E,E,0.8648458577220699,0.7059272909875365,0.9700410284107727,7.999999999999998
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K1,E,R,0.10386942725693502,0.017469541686315898,0.24186158974842337,7.999999999999998
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K1,E,H,0.015598935120076145,3.281827186085582e-07,0.07783529463392187,7.999999999999998
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K2,C,C,0.5699110462258773,0.4036568308225509,0.726250450300276,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K2,C,E,0.1397042158106585,0.0458200414838237,0.26715060534010204,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K2,C,R,0.2802781121531893,0.14180058415931832,0.43740784898137286,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K2,C,H,0.010106625810274874,2.1706846273559682e-07,0.05082410988958485,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K2,E,C,0.014740701789005124,3.321084300216657e-07,0.07096674811448143,8.000000000000002
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K2,E,E,0.5013112703770868,0.30275272746948434,0.6946864300160015,8.000000000000002
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K2,E,R,0.4687535146877422,0.2781901202334379,0.669719678683896,8.000000000000002
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K2,E,H,0.015194513146165925,4.6344528531177396e-07,0.07698766880673003,8.000000000000002
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K3,C,C,0.5717434208826891,0.4090681990133488,0.7283700150147908,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K3,C,E,0.13860002564710583,0.04451749983160629,0.2698676445099823,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K3,C,R,0.27927170032050885,0.14387509880833496,0.4372429952163706,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K3,C,H,0.010384853149696113,2.3213673779815103e-07,0.048549343696856165,16.0
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K3,E,C,0.015219372935938408,2.196996175966904e-07,0.0734459389113472,8.000000000000002
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K3,E,E,0.5019738056959578,0.30263465981496385,0.7013317554997078,8.000000000000002
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K3,E,R,0.467164914238431,0.26930649281152524,0.6683616973340057,8.000000000000002
S2_RECONCILE,F7_ADVERSARIAL,T5_HUMAN_K3,E,H,0.015641907129672783,2.604215471150351e-07,0.07464975792488783,8.000000000000002
S3_SEGMENT,CONTROL,T1_LINEAR,C,C,0.8517233868082963,0.6851236312859638,0.9663816118453575,8.0
S3_SEGMENT,CONTROL,T1_LINEAR,C,E,0.08250153066344627,0.009197280722353473,0.21451187222843288,8.0
S3_SEGMENT,CONTROL,T1_LINEAR,C,R,0.04967600697336084,0.0015736845057275134,0.1594416978563839,8.0
S3_SEGMENT,CONTROL,T1_LINEAR,C,H,0.016099075554896584,2.906516744649438e-07,0.07659302684307423,8.0
S3_SEGMENT,CONTROL,T2_VALIDATOR,C,C,0.8518997561804182,0.6940257725751318,0.9652026580218819,8.0
S3_SEGMENT,CONTROL,T2_VALIDATOR,C,E,0.08361520992443838,0.008509171426669354,0.21678346775293614,8.0
S3_SEGMENT,CONTROL,T2_VALIDATOR,C,R,0.04908198419979247,0.0014482345983667586,0.15649523459125883,8.0
S3_SEGMENT,CONTROL,T2_VALIDATOR,C,H,0.015403049695350888,1.731848619203687e-07,0.07672689255570422,8.0
S3_SEGMENT,CONTROL,T3_SUPERVISOR,C,C,0.8505835770444121,0.6860843602744735,0.9647367007704308,8.0
S3_SEGMENT,CONTROL,T3_SUPERVISOR,C,E,0.08476360819309871,0.008968487148655316,0.22316737847226537,8.0
S3_SEGMENT,CONTROL,T3_SUPERVISOR,C,R,0.049133631049830075,0.0014165981066103697,0.15608803370490815,8.0
S3_SEGMENT,CONTROL,T3_SUPERVISOR,C,H,0.015519183712659186,4.2058893888627206e-07,0.07394649111527984,8.0
S3_SEGMENT,CONTROL,T4_CRITIC,C,C,0.8517703062050123,0.6892581477967815,0.9653896837047061,8.0
S3_SEGMENT,CONTROL,T4_CRITIC,C,E,0.08428642532815855,0.008864317172020972,0.2150178203244764,8.0
S3_SEGMENT,CONTROL,T4_CRITIC,C,R,0.04918498277871672,0.0014336268152119094,0.15501370892763763,8.0
S3_SEGMENT,CONTROL,T4_CRITIC,C,H,0.01475828568811239,2.232209177547654e-07,0.07151334051333244,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K0,C,C,0.8538773357290249,0.6925169621452362,0.9637773222045454,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K0,C,E,0.08182120722346542,0.008031993249765062,0.20486705177890333,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K0,C,R,0.04896169466796397,0.0014948846535382315,0.15471325711364886,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K0,C,H,0.015339762379545655,2.0578227620131253e-07,0.07513266805644976,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K1,C,C,0.8516402600484652,0.6921143859726173,0.963993137486929,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K1,C,E,0.08491719603567342,0.009312241234339826,0.21507296807608686,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K1,C,R,0.048046145033626746,0.0015131079194108407,0.1512804211484534,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K1,C,H,0.015396398882234694,3.410972197195663e-07,0.06967345675037412,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K2,C,C,0.8517856591252047,0.6857386938665277,0.9649407467887209,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K2,C,E,0.08380967970189061,0.008020902621063083,0.2216247010597111,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K2,C,R,0.04878412973778548,0.0015484293583515466,0.1547880994469188,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K2,C,H,0.01562053143511931,3.21417934783473e-07,0.07759462081169201,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K3,C,C,0.8542064861693233,0.6918896397245898,0.9644799276738902,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K3,C,E,0.08195731997839258,0.008097434448936939,0.21174942086947612,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K3,C,R,0.04886069992808102,0.0016840805468693722,0.15189300458330987,8.0
S3_SEGMENT,CONTROL,T5_HUMAN_K3,C,H,0.01497549392420306,2.2805230735308035e-07,0.07084119283403033,8.0
S3_SEGMENT,F1_DATA,T1_LINEAR,C,C,0.9018690806145387,0.7846216305007907,0.9778163128792268,16.0
